               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,            0.053046,            0.040218,           0.0043345,             0.51261,             0.28376,             0.27695,             0.13041,            0.070448,            0.030905,            0.019375,            0.006634,            0.006634,            0.006634
                  70,            0.052798,            0.036153,            0.003836,             0.53382,             0.29144,             0.28006,             0.13891,              0.0688,            0.031696,            0.018059,           0.0065845,           0.0065845,           0.0065845
                  71,            0.051111,            0.037846,           0.0039208,             0.49471,             0.25679,             0.26771,             0.13131,            0.070683,            0.031933,            0.017797,            0.006535,            0.006535,            0.006535
                  72,            0.051617,            0.036191,           0.0046328,             0.45668,             0.31301,             0.27718,             0.13213,            0.070146,            0.031942,            0.018232,           0.0064855,           0.0064855,           0.0064855
                  73,            0.050776,            0.035821,           0.0042259,             0.44953,             0.29263,             0.25653,             0.12148,            0.071054,            0.033267,            0.017998,            0.006436,            0.006436,            0.006436
                  74,            0.047968,            0.033685,           0.0042824,             0.49223,             0.30838,             0.27026,             0.13438,            0.068986,            0.032789,            0.017437,           0.0063865,           0.0063865,           0.0063865
                  75,            0.048074,            0.036006,           0.0036552,             0.52712,             0.28493,             0.29842,             0.13892,            0.069366,            0.032323,             0.01564,            0.006337,            0.006337,            0.006337
                  76,            0.047179,            0.033122,           0.0042124,             0.57167,             0.30059,             0.31151,             0.14144,             0.06925,            0.031936,            0.015463,           0.0062875,           0.0062875,           0.0062875
                  77,            0.048988,            0.035801,           0.0029774,             0.59997,             0.29836,             0.30118,             0.12909,            0.070808,            0.031562,            0.015939,            0.006238,            0.006238,            0.006238
                  78,            0.046507,            0.035401,           0.0036732,             0.51441,             0.33177,             0.31548,             0.15142,             0.07014,             0.03109,            0.016463,           0.0061885,           0.0061885,           0.0061885
                  79,            0.050124,            0.036831,           0.0036019,             0.56002,             0.30165,             0.31113,             0.15099,            0.068487,             0.03098,            0.017927,            0.006139,            0.006139,            0.006139
                  80,            0.046517,            0.035326,           0.0030849,             0.50135,              0.3241,             0.29566,             0.13494,            0.069209,            0.031333,            0.018536,           0.0060895,           0.0060895,           0.0060895
                  81,            0.048743,            0.036578,           0.0035437,             0.51536,             0.31136,             0.30642,             0.14221,            0.071019,            0.031385,            0.019207,             0.00604,             0.00604,             0.00604
                  82,            0.049384,             0.03451,           0.0041546,             0.51602,             0.28432,             0.28841,             0.14831,            0.070935,            0.032081,            0.020613,           0.0059905,           0.0059905,           0.0059905
                  83,            0.048644,            0.037419,           0.0035959,              0.5707,             0.24758,              0.2688,              0.1373,            0.069806,            0.032569,            0.022293,            0.005941,            0.005941,            0.005941
                  84,            0.048776,            0.036677,           0.0038235,             0.60037,              0.2456,             0.25372,             0.12732,            0.071727,            0.032241,            0.023016,           0.0058915,           0.0058915,           0.0058915
                  85,            0.048116,            0.033852,           0.0031474,             0.45261,             0.31934,             0.26608,             0.13576,            0.070597,            0.032313,            0.022208,            0.005842,            0.005842,            0.005842
                  86,            0.047201,            0.030305,           0.0034879,             0.48531,             0.29773,             0.26493,             0.13778,            0.070271,            0.032615,             0.02244,           0.0057925,           0.0057925,           0.0057925
                  87,            0.048978,            0.039565,           0.0031285,             0.49918,             0.30131,             0.26642,             0.13541,            0.069138,            0.031923,            0.022505,            0.005743,            0.005743,            0.005743
                  88,            0.046756,             0.03393,           0.0040393,             0.47019,             0.30517,              0.2644,             0.12811,            0.071071,            0.031986,            0.021875,           0.0056935,           0.0056935,           0.0056935
                  89,            0.045569,            0.032882,           0.0035649,             0.55928,              0.2698,              0.2782,             0.14687,            0.070982,            0.032234,            0.021936,            0.005644,            0.005644,            0.005644
                  90,            0.047533,            0.035311,           0.0061614,             0.54897,             0.27215,             0.26872,             0.13659,            0.071716,            0.032685,            0.021972,           0.0055945,           0.0055945,           0.0055945
                  91,            0.047286,            0.034867,           0.0030147,             0.48637,             0.28343,             0.26372,              0.1425,            0.071348,            0.033248,            0.022025,            0.005545,            0.005545,            0.005545
                  92,            0.047832,            0.037015,           0.0045056,             0.46185,             0.30703,              0.2673,             0.13867,            0.071429,            0.032974,            0.020956,           0.0054955,           0.0054955,           0.0054955
                  93,             0.04641,            0.035742,           0.0028029,             0.51042,              0.2409,             0.25536,             0.13832,            0.070166,             0.03294,            0.021004,            0.005446,            0.005446,            0.005446
                  94,            0.048039,            0.034579,           0.0029553,             0.43277,             0.28967,             0.24874,             0.12849,            0.071204,            0.033588,             0.02185,           0.0053965,           0.0053965,           0.0053965
                  95,            0.048852,            0.036599,           0.0030652,             0.42574,             0.30416,              0.2577,             0.13254,            0.071264,            0.033117,            0.021626,            0.005347,            0.005347,            0.005347
                  96,            0.049215,            0.037978,           0.0051599,             0.43399,             0.31653,             0.26319,             0.13436,            0.069286,            0.033399,            0.021058,           0.0052975,           0.0052975,           0.0052975
                  97,            0.045454,            0.037721,           0.0042061,             0.49729,             0.25458,             0.26273,             0.13562,            0.070409,            0.033224,            0.020898,            0.005248,            0.005248,            0.005248
                  98,            0.047079,            0.037917,           0.0034123,             0.48087,             0.28923,             0.28307,             0.14674,            0.068647,            0.033872,            0.020559,           0.0051985,           0.0051985,           0.0051985
                  99,            0.046134,            0.033728,           0.0028085,             0.50639,             0.26561,             0.25516,             0.12499,            0.070979,            0.034523,            0.022751,            0.005149,            0.005149,            0.005149
                 100,            0.044116,            0.033955,           0.0064687,             0.45632,             0.24424,             0.24748,             0.12108,            0.068906,            0.034639,            0.022244,           0.0050995,           0.0050995,           0.0050995
                 101,             0.04548,            0.033133,           0.0022954,             0.53098,             0.22522,             0.24154,             0.11837,             0.07029,            0.034552,            0.022413,             0.00505,             0.00505,             0.00505
                 102,            0.046183,            0.028265,           0.0038365,             0.52359,             0.24282,             0.26734,             0.13656,            0.069025,            0.034255,            0.021653,           0.0050005,           0.0050005,           0.0050005
                 103,            0.043446,            0.033048,           0.0028799,             0.48756,              0.2619,             0.26019,             0.13772,            0.069078,            0.034557,            0.020289,            0.004951,            0.004951,            0.004951
                 104,            0.045547,            0.032583,           0.0022834,             0.48562,             0.30926,             0.27092,             0.13337,            0.068549,            0.034534,            0.020139,           0.0049015,           0.0049015,           0.0049015
                 105,            0.044051,            0.029187,           0.0029067,             0.44469,             0.34634,             0.29223,             0.14512,            0.068633,            0.034408,            0.019299,            0.004852,            0.004852,            0.004852
                 106,            0.044464,            0.032067,           0.0037285,             0.40503,             0.32133,             0.28361,             0.15071,            0.068507,            0.034341,            0.019408,           0.0048025,           0.0048025,           0.0048025
                 107,            0.042456,            0.031495,           0.0031667,              0.3942,             0.29574,             0.25756,             0.13478,            0.068977,            0.034549,            0.019988,            0.004753,            0.004753,            0.004753
                 108,            0.043647,            0.035896,            0.002835,             0.36868,             0.33254,             0.25096,             0.13117,            0.070319,            0.034305,            0.019769,           0.0047035,           0.0047035,           0.0047035
                 109,            0.040041,            0.031623,           0.0033355,             0.50627,             0.24293,             0.25739,             0.13353,            0.070127,            0.034647,            0.020034,            0.004654,            0.004654,            0.004654
                 110,            0.044164,            0.030569,           0.0041956,             0.56502,             0.22856,             0.25538,             0.12819,            0.071304,            0.034138,             0.02079,           0.0046045,           0.0046045,           0.0046045
                 111,            0.044012,            0.034703,           0.0024727,             0.50252,             0.26202,             0.25406,             0.12514,            0.070272,            0.033137,            0.021882,            0.004555,            0.004555,            0.004555
                 112,            0.043086,            0.032512,           0.0025601,             0.45602,             0.32899,             0.25841,             0.13195,            0.069868,             0.03284,             0.02165,           0.0045055,           0.0045055,           0.0045055
                 113,             0.04726,            0.035038,           0.0032796,             0.48932,             0.28951,             0.26311,             0.13574,            0.069478,            0.032909,            0.022029,            0.004456,            0.004456,            0.004456
                 114,            0.042404,            0.034157,           0.0025257,             0.47997,             0.28565,             0.26851,              0.1364,            0.069495,               0.033,            0.021641,           0.0044065,           0.0044065,           0.0044065
                 115,            0.045172,            0.032891,           0.0031112,             0.46382,             0.26515,             0.26284,              0.1415,            0.069532,             0.03279,            0.021414,            0.004357,            0.004357,            0.004357
                 116,            0.042494,            0.032638,           0.0032648,             0.49684,             0.27246,             0.27722,             0.14487,            0.069184,            0.033574,            0.020483,           0.0043075,           0.0043075,           0.0043075
                 117,            0.046481,            0.040669,           0.0067847,             0.46259,             0.29463,             0.28291,             0.14102,            0.069937,            0.033702,             0.01952,            0.004258,            0.004258,            0.004258
                 118,            0.041779,            0.031929,           0.0031634,             0.41806,             0.33956,               0.291,             0.14987,            0.069102,            0.033652,            0.020993,           0.0042085,           0.0042085,           0.0042085
                 119,            0.041588,            0.028792,           0.0030881,               0.408,             0.30172,             0.27459,             0.14516,            0.070019,             0.03373,            0.022297,            0.004159,            0.004159,            0.004159
                 120,             0.04137,            0.030197,           0.0023258,             0.56263,             0.28115,             0.28401,             0.14968,            0.070363,            0.034611,            0.021588,           0.0041095,           0.0041095,           0.0041095
                 121,             0.04142,            0.031944,            0.002349,             0.50977,             0.30582,             0.30316,              0.1493,            0.070343,            0.034365,            0.020499,             0.00406,             0.00406,             0.00406
                 122,            0.041886,            0.029941,           0.0023343,             0.46935,              0.3077,              0.2974,             0.15594,            0.070518,            0.034468,            0.019528,           0.0040105,           0.0040105,           0.0040105
                 123,            0.042806,            0.031861,           0.0033777,              0.5203,             0.27123,             0.29321,             0.15261,            0.070208,            0.034194,            0.019143,            0.003961,            0.003961,            0.003961
                 124,            0.044812,            0.039363,           0.0037499,             0.43164,             0.32552,             0.30167,             0.15027,            0.069019,            0.033673,            0.019367,           0.0039115,           0.0039115,           0.0039115
                 125,            0.039175,            0.028509,           0.0021631,             0.44759,             0.32928,             0.28691,             0.14496,            0.069556,            0.033717,            0.019746,            0.003862,            0.003862,            0.003862
                 126,            0.040063,            0.029056,           0.0024152,             0.54471,             0.25263,             0.26635,             0.14204,            0.068528,            0.034317,            0.019669,           0.0038125,           0.0038125,           0.0038125
                 127,            0.041206,            0.033903,           0.0021988,             0.41983,             0.31559,             0.26331,             0.13084,            0.069544,            0.035224,            0.019508,            0.003763,            0.003763,            0.003763
                 128,            0.040314,            0.032795,           0.0021096,             0.41387,             0.27802,             0.27024,             0.14211,            0.068797,            0.034932,             0.01928,           0.0037135,           0.0037135,           0.0037135
                 129,            0.042363,            0.031745,           0.0028678,              0.4437,             0.31399,             0.28243,             0.14001,            0.069596,            0.034436,            0.018988,            0.003664,            0.003664,            0.003664
                 130,            0.043086,            0.037305,           0.0023525,             0.40163,             0.33401,              0.2821,             0.14663,            0.068755,            0.034023,            0.018475,           0.0036145,           0.0036145,           0.0036145
                 131,            0.039417,            0.027197,           0.0020023,             0.47186,             0.28738,             0.27451,             0.14029,            0.069646,            0.034834,            0.019358,            0.003565,            0.003565,            0.003565
                 132,            0.041659,            0.030265,           0.0025737,             0.50098,             0.30127,             0.28043,             0.14798,            0.069197,            0.035187,             0.01993,           0.0035155,           0.0035155,           0.0035155
                 133,            0.040008,            0.029084,           0.0025177,             0.45254,               0.328,              0.2815,             0.13978,            0.069771,            0.035548,            0.020143,            0.003466,            0.003466,            0.003466
                 134,            0.039508,            0.029277,           0.0018128,             0.46419,             0.32566,             0.28965,             0.15891,            0.068717,            0.034523,            0.019012,           0.0034165,           0.0034165,           0.0034165
                 135,             0.04017,            0.027668,           0.0035828,             0.57584,             0.27814,             0.30535,             0.15164,            0.068614,            0.034462,            0.018466,            0.003367,            0.003367,            0.003367
                 136,             0.03788,              0.0289,           0.0024193,             0.45679,             0.34189,              0.2869,             0.15125,            0.069098,            0.034631,            0.018793,           0.0033175,           0.0033175,           0.0033175
                 137,             0.03976,            0.029914,           0.0020374,             0.44142,             0.35177,             0.29404,             0.15175,            0.069862,            0.034305,            0.018587,            0.003268,            0.003268,            0.003268
                 138,            0.037594,            0.030901,           0.0026169,             0.43648,             0.33968,             0.29069,             0.15167,            0.069183,            0.034594,             0.01842,           0.0032185,           0.0032185,           0.0032185
                 139,            0.038932,            0.027686,           0.0017452,             0.46522,             0.32865,             0.27864,             0.15328,            0.068229,            0.035092,            0.018827,            0.003169,            0.003169,            0.003169
                 140,            0.039324,            0.029309,           0.0022891,             0.53005,             0.28236,             0.27782,             0.15474,             0.06826,            0.035425,            0.020198,           0.0031195,           0.0031195,           0.0031195
                 141,            0.038703,            0.029428,           0.0020343,             0.48535,             0.28025,             0.27927,             0.14891,            0.068498,            0.035211,            0.020681,             0.00307,             0.00307,             0.00307
                 142,            0.039318,             0.03896,            0.002626,             0.49116,             0.31488,             0.29026,             0.14718,            0.069037,            0.035053,            0.020414,           0.0030205,           0.0030205,           0.0030205
                 143,            0.040162,            0.029606,           0.0016332,             0.53224,             0.29408,             0.28169,             0.14555,            0.069632,            0.035606,            0.021033,            0.002971,            0.002971,            0.002971
                 144,            0.038013,            0.028223,           0.0020489,              0.4432,             0.29783,             0.27523,             0.14509,             0.06883,            0.035843,            0.020684,           0.0029215,           0.0029215,           0.0029215
                 145,            0.040341,            0.030385,           0.0013668,             0.46197,              0.2973,             0.28878,             0.15116,            0.068479,            0.035532,            0.020722,            0.002872,            0.002872,            0.002872
                 146,            0.039869,            0.029965,           0.0019791,             0.47491,             0.31645,             0.29861,             0.15411,            0.068074,            0.035266,            0.020936,           0.0028225,           0.0028225,           0.0028225
                 147,            0.035792,            0.027346,           0.0015834,             0.48464,             0.32705,             0.30161,             0.15178,             0.06805,            0.034855,            0.021415,            0.002773,            0.002773,            0.002773
                 148,            0.039516,            0.027426,           0.0034899,             0.41917,             0.36871,             0.31534,             0.14721,            0.068045,            0.034919,            0.021129,           0.0027235,           0.0027235,           0.0027235
                 149,            0.039316,             0.03478,           0.0032938,             0.58357,             0.24866,             0.29882,             0.13794,            0.067983,            0.035398,            0.020613,            0.002674,            0.002674,            0.002674
                 150,             0.03886,            0.029946,           0.0017696,             0.48155,             0.30437,             0.29499,             0.14937,            0.068194,            0.035506,            0.020347,           0.0026245,           0.0026245,           0.0026245
                 151,            0.039071,            0.029991,           0.0018334,             0.45873,             0.31854,             0.28995,              0.1459,            0.068617,            0.035327,            0.020518,            0.002575,            0.002575,            0.002575
                 152,             0.04005,             0.03263,           0.0028693,              0.4705,             0.32265,             0.30014,             0.15452,            0.068377,            0.035275,            0.020731,           0.0025255,           0.0025255,           0.0025255
                 153,            0.039938,            0.029294,           0.0018307,             0.46524,             0.30627,             0.30135,             0.15268,            0.069426,            0.035022,              0.0213,            0.002476,            0.002476,            0.002476
                 154,            0.036833,            0.029172,           0.0019737,             0.35238,             0.36059,             0.28565,             0.15031,             0.06916,            0.035345,            0.022159,           0.0024265,           0.0024265,           0.0024265
                 155,            0.039476,             0.03241,           0.0030091,             0.40515,             0.31723,             0.28974,             0.14722,            0.069202,            0.035427,            0.021991,            0.002377,            0.002377,            0.002377
                 156,            0.037984,            0.028713,           0.0015246,             0.41882,             0.31478,             0.27319,             0.14745,            0.069258,            0.035754,            0.020777,           0.0023275,           0.0023275,           0.0023275
                 157,            0.035568,            0.027995,           0.0037682,             0.50233,             0.28665,             0.28483,             0.15086,            0.069694,             0.03548,            0.020667,            0.002278,            0.002278,            0.002278
                 158,            0.038532,              0.0311,           0.0015227,             0.47069,             0.32731,              0.2837,             0.15165,            0.069434,              0.0354,            0.019646,           0.0022285,           0.0022285,           0.0022285
                 159,            0.037193,            0.031055,           0.0020649,             0.45958,             0.29169,             0.28603,             0.15518,            0.069583,             0.03558,             0.02025,            0.002179,            0.002179,            0.002179
                 160,            0.035655,            0.027958,           0.0023216,             0.43681,               0.341,             0.29112,             0.15651,            0.069427,            0.035305,            0.020243,           0.0021295,           0.0021295,           0.0021295
                 161,            0.038958,            0.030562,             0.00215,             0.44306,             0.31875,             0.29059,             0.15915,            0.069276,            0.035574,            0.020802,             0.00208,             0.00208,             0.00208
                 162,            0.036727,            0.030851,           0.0030365,             0.46578,              0.3014,             0.28422,             0.15374,            0.069311,            0.035732,            0.022182,           0.0020305,           0.0020305,           0.0020305
